ym,country,prefecture,region_block,foreign_guest_nights,guest_nights_yoy,source,updated_at
2025-11,米国,岩手県,東北,1160,0.008696,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,岩手県,東北,330,0.736842,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,岩手県,東北,300,0.25,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,岩手県,東北,320,0.882353,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,岩手県,東北,400,0.428571,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,岩手県,東北,60,2.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,岩手県,東北,920,-0.233333,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,岩手県,東北,990,-0.01,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,岩手県,東北,200,-0.411765,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,岩手県,東北,30,0.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,岩手県,東北,880,0.142857,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,岩手県,東北,130,-0.551724,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,岩手県,東北,90,-0.526316,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,岩手県,東北,70,0.166667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,岩手県,東北,60,2.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,岩手県,東北,90,0.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,岩手県,東北,1230,-0.405797,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,宮城県,東北,103360,0.389061,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,宮城県,東北,3050,-0.233668,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,宮城県,東北,13340,1.015106,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,宮城県,東北,12230,1.485772,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,宮城県,東北,42620,0.161308,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,宮城県,東北,4770,0.31405,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,宮城県,東北,1090,0.172043,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,宮城県,東北,1790,0.598214,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,宮城県,東北,860,0.72,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,宮城県,東北,1160,0.506494,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,宮城県,東北,210,0.3125,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,宮城県,東北,2440,0.140187,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,宮城県,東北,3450,0.413934,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,宮城県,東北,910,-0.172727,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,宮城県,東北,320,1.133333,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,宮城県,東北,1990,0.236025,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,宮城県,東北,530,-0.131148,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,宮城県,東北,460,1.555556,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,宮城県,東北,390,1.4375,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,宮城県,東北,290,0.26087,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,宮城県,東北,420,1.1,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,宮城県,東北,7210,0.696471,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,秋田県,東北,14190,-0.03272,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,秋田県,東北,310,-0.184211,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,秋田県,東北,1080,0.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,秋田県,東北,670,-0.309278,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,秋田県,東北,8060,0.045396,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,秋田県,東北,610,-0.186667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,秋田県,東北,180,0.285714,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,秋田県,東北,60,-0.538462,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,秋田県,東北,80,0.333333,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,秋田県,東北,110,-0.153846,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,秋田県,東北,20,1.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,秋田県,東北,530,0.039216,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,秋田県,東北,240,0.2,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,秋田県,東北,170,-0.291667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,秋田県,東北,10,,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,秋田県,東北,270,0.421053,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,秋田県,東北,150,0.5,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,秋田県,東北,200,-0.459459,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,秋田県,東北,290,1.9,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,秋田県,東北,30,-0.25,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,秋田県,東北,40,1.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,秋田県,東北,830,0.296875,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,山形県,東北,18500,0.398337,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,山形県,東北,320,-0.179487,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,山形県,東北,2030,0.471014,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,山形県,東北,1750,0.842105,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,山形県,東北,8060,0.411559,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,山形県,東北,860,-0.022727,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,山形県,東北,210,0.615385,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,山形県,東北,260,0.3,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,山形県,東北,180,0.058824,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,山形県,東北,340,0.416667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,山形県,東北,20,,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,山形県,東北,710,0.059701,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,山形県,東北,780,0.625,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,山形県,東北,370,0.541667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,山形県,東北,10,-0.5,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,山形県,東北,620,0.823529,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,山形県,東北,190,0.9,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,山形県,東北,130,5.5,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,山形県,東北,50,0.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,山形県,東北,80,0.333333,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,山形県,東北,220,1.2,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,山形県,東北,900,-0.1,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,福島県,東北,36550,0.233131,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,福島県,東北,770,2.666667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,福島県,東北,2220,0.947368,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,福島県,東北,1100,-0.133858,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,福島県,東北,16410,0.321256,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,福島県,東北,2740,1.660194,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,福島県,東北,350,1.058824,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,福島県,東北,710,1.730769,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,福島県,東北,380,2.8,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,福島県,東北,580,3.142857,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,福島県,東北,100,0.666667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,福島県,東北,840,0.183099,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,福島県,東北,1940,0.25974,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,福島県,東北,280,-0.2,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,福島県,東北,80,0.333333,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,福島県,東北,2330,2.148649,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,福島県,東北,600,7.571429,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,福島県,東北,170,-0.055556,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,福島県,東北,130,-0.1875,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,福島県,東北,810,19.25,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,福島県,東北,210,1.1,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,福島県,東北,3700,0.761905,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,茨城県,関東,31040,0.520078,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,茨城県,関東,4760,0.340845,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,茨城県,関東,9180,2.029703,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,茨城県,関東,760,0.027027,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,茨城県,関東,4190,-0.011792,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,茨城県,関東,1990,0.442029,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,茨城県,関東,200,0.538462,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,茨城県,関東,360,0.16129,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,茨城県,関東,370,0.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,茨城県,関東,570,2.166667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,茨城県,関東,10,-0.5,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,茨城県,関東,420,0.135135,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,茨城県,関東,850,-0.15,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,茨城県,関東,240,0.142857,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,茨城県,関東,140,-0.066667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,茨城県,関東,390,2.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,茨城県,関東,550,1.115385,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,茨城県,関東,410,-0.585859,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,茨城県,関東,220,1.2,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,茨城県,関東,540,1.454545,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,茨城県,関東,110,4.5,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,茨城県,関東,2590,0.773973,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,栃木県,関東,50800,-0.062038,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,栃木県,関東,2420,-0.062016,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,栃木県,関東,4260,-0.344615,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,栃木県,関東,2290,-0.312312,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,栃木県,関東,6410,-0.28139,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,栃木県,関東,4430,-0.233564,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,栃木県,関東,780,-0.659389,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,栃木県,関東,780,0.392857,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,栃木県,関東,1180,-0.514403,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,栃木県,関東,1690,0.877778,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,栃木県,関東,250,0.785714,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,栃木県,関東,1710,0.413223,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,栃木県,関東,2350,-0.304734,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,栃木県,関東,940,1.186047,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,栃木県,関東,550,0.122449,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,栃木県,関東,1240,-0.067669,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,栃木県,関東,790,1.633333,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,栃木県,関東,440,-0.043478,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,栃木県,関東,310,0.068966,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,栃木県,関東,400,0.818182,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,栃木県,関東,480,0.846154,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,栃木県,関東,10460,0.511561,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,群馬県,関東,30040,-0.041481,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,群馬県,関東,2440,1.103448,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,群馬県,関東,3320,-0.05949,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,群馬県,関東,1910,-0.424699,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,群馬県,関東,9510,0.088101,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,群馬県,関東,2160,-0.166023,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,群馬県,関東,360,-0.234043,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,群馬県,関東,380,0.117647,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,群馬県,関東,170,-0.575,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,群馬県,関東,270,-0.693182,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,群馬県,関東,50,-0.8,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,群馬県,関東,1110,-0.201439,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,群馬県,関東,1650,-0.218009,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,群馬県,関東,210,-0.487805,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,群馬県,関東,100,-0.333333,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,群馬県,関東,1310,0.47191,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,群馬県,関東,190,-0.512821,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,群馬県,関東,160,-0.111111,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,群馬県,関東,140,-0.333333,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,群馬県,関東,110,-0.5,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,群馬県,関東,220,0.294118,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,群馬県,関東,3150,-0.065282,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,埼玉県,関東,25640,0.154435,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,埼玉県,関東,2020,0.141243,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,埼玉県,関東,5480,0.248292,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,埼玉県,関東,850,0.011905,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,埼玉県,関東,2640,0.955556,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,埼玉県,関東,2550,-0.215385,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,埼玉県,関東,570,0.628571,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,埼玉県,関東,400,0.25,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,埼玉県,関東,610,0.016667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,埼玉県,関東,530,0.0,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,埼玉県,関東,370,4.285714,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,埼玉県,関東,650,-0.166667,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,タイ,埼玉県,関東,1640,0.906977,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,マレーシア,埼玉県,関東,490,0.042553,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インド,埼玉県,関東,900,2.214286,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,豪州,埼玉県,関東,700,0.346154,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,インドネシア,埼玉県,関東,310,0.068966,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ベトナム,埼玉県,関東,290,0.45,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フィリピン,埼玉県,関東,580,1.230769,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,イタリア,埼玉県,関東,100,-0.285714,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,スペイン,埼玉県,関東,130,-0.277778,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,その他,埼玉県,関東,2930,0.144531,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,総数,千葉県,関東,264050,-0.167245,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,韓国,千葉県,関東,16690,0.015207,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,中国,千葉県,関東,51600,-0.005013,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,香港,千葉県,関東,3930,-0.411677,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,台湾,千葉県,関東,22590,-0.331459,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,米国,千葉県,関東,44460,-0.023715,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,カナダ,千葉県,関東,7270,-0.082071,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,英国,千葉県,関東,3480,0.101266,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ドイツ,千葉県,関東,2100,0.082474,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,フランス,千葉県,関東,2680,0.381443,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,ロシア,千葉県,関東,940,0.323944,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
2025-11,シンガポール,千葉県,関東,8130,-0.426657,宿泊旅行統計 2025年年間速報値 参考第1表 / 参考第1表(11月),2026-05-29
